name,height_cm,weight_kg,reach_cm,stance,dob,splm,str_acc,sapm,str_def,td_avg,td_avg_acc,td_def,sub_avg,wins,losses,draws
Andre Pederneiras,172.72,70.31,,Orthodox,1967-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
Andre Petroski,182.88,83.91,185.42,Switch,1991-06-12,2.82,49.0,2.75,52.0,3.21,51.0,86.0,1.3,13.0,5.0,0.0
Andre Roberts,187.96,156.49,,Orthodox,1965-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,1.0
Andre Santos,182.88,77.11,,,,,,,,,,,,,,
Andre Soukhamthath,175.26,61.23,177.8,Orthodox,1988-10-23,2.77,44.0,4.31,49.0,1.25,53.0,58.0,0.2,13.0,8.0,0.0
Andre Walker,180.34,92.99,,Southpaw,,,,,,,,,,,,
Andre Winner,180.34,70.31,185.42,Orthodox,1981-11-09,2.52,33.0,4.57,51.0,0.0,0.0,74.0,0.0,21.0,11.0,2.0
Andrea Lee,167.64,56.7,175.26,Orthodox,1989-02-11,4.62,45.0,3.91,61.0,1.65,52.0,53.0,0.6,13.0,11.0,0.0
Andreas Gustafsson,185.42,77.11,185.42,Orthodox,1991-02-20,5.82,71.0,3.63,45.0,6.19,58.0,100.0,0.0,12.0,3.0,0.0
Andreas Michailidis,182.88,77.11,193.04,Orthodox,1988-07-18,2.9,51.0,3.57,44.0,1.12,27.0,50.0,0.0,13.0,6.0,0.0
Andreas Spang,185.42,83.91,,,1978-11-07,,,,,,,,,,,
Andreas Stahl,180.34,77.11,,Orthodox,1988-05-20,2.83,37.0,4.74,57.0,1.55,66.0,80.0,0.0,10.0,4.0,0.0
Andrei Arlovski,190.5,108.86,195.58,Orthodox,1979-02-04,3.82,45.0,3.22,57.0,0.37,35.0,76.0,0.2,34.0,24.0,0.0
Andrei Kopylov,187.96,120.2,,Orthodox,1965-07-16,,,,,,,,,,,
Andrei Semenov,182.88,83.91,,Orthodox,1977-06-17,0.78,15.0,2.44,60.0,1.74,80.0,55.0,0.4,34.0,9.0,2.0
Andrew Craig,185.42,77.11,193.04,Orthodox,1986-01-15,2.39,40.0,3.01,50.0,0.53,37.0,72.0,0.0,9.0,4.0,0.0
Andrew Holbrook,180.34,70.31,177.8,Southpaw,1986-02-06,2.2,49.0,3.0,54.0,0.85,18.0,10.0,2.1,12.0,3.0,0.0
Andrew Martinez,175.26,97.52,,,,,,,,,,,,,,
Andrew Montanez,,83.91,,,,,,,,,,,,,,
Andrew Ramm,185.42,72.57,,,,,,,,,,,,,,
Andrew Sanchez,185.42,83.91,187.96,Orthodox,1988-04-08,4.3,43.0,5.1,50.0,2.55,36.0,100.0,0.0,13.0,7.0,0.0
Andrew Todhunter,182.88,83.91,,Switch,1987-11-30,,,,,,,,,,,
Andrew Valladerez,,61.23,,,,,,,,,,,,,,
Andrews Nakahara,185.42,83.91,,Orthodox,1983-03-12,,,,,,,,,,,
Andrey Koreshkov,182.88,77.11,,,1990-08-23,,,,,,,,,,,
Andrey Pulyaev,193.04,83.91,198.12,Southpaw,1997-09-10,3.81,60.0,3.51,48.0,0.41,16.0,64.0,0.0,10.0,3.0,0.0
Andy Anderson,167.64,108.86,,,1974-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Andy Enz,190.5,83.91,198.12,Orthodox,1991-08-15,3.51,23.0,5.32,57.0,0.0,0.0,58.0,0.0,10.0,4.0,0.0
Andy Murad,175.26,83.91,,,,,,,,,,,,,,
Andy Ogle,172.72,65.77,175.26,Orthodox,1989-02-16,2.24,44.0,2.23,50.0,1.44,26.0,58.0,0.0,9.0,6.0,0.0
Andy Ologun,182.88,69.85,,Orthodox,1983-06-12,,,,,,,,,,,
Andy Uhrich,182.88,77.11,,,,,,,,,,,,,,
Andy Wang,167.64,70.31,,Orthodox,1977-05-28,3.43,36.0,10.29,62.0,0.0,0.0,0.0,0.0,7.0,8.0,1.0
Andy Waters,182.88,77.11,,,,,,,,,,,,,,
Anelya Toktogonova,,56.7,,,2005-08-01,,,,,,,,,,,
Angad Bisht,170.18,56.7,170.18,Orthodox,1995-06-05,,,,,,,,,,,
Ange Loosa,177.8,77.11,187.96,Orthodox,1993-03-18,5.46,46.0,6.59,52.0,2.53,39.0,83.0,0.2,10.0,5.0,0.0
Angel De Anda,175.26,102.06,,Orthodox,1985-05-28,,,,,,,,,,,
Angel Pacheco,172.72,61.23,177.8,Orthodox,1992-01-13,9.5,39.0,11.47,41.0,0.0,0.0,28.0,0.0,7.0,3.0,0.0
Angela Hill,160.02,52.16,162.56,Orthodox,1985-01-12,5.43,50.0,4.92,60.0,0.78,30.0,74.0,0.1,18.0,15.0,0.0
Angela Magana,154.94,52.16,165.1,Orthodox,1983-08-02,1.53,28.0,4.92,42.0,0.4,25.0,28.0,0.4,11.0,9.0,0.0
Angelo Antonio,,92.99,,Orthodox,,,,,,,,,,,,
Angelo Trevino,180.34,77.11,,Switch,1993-06-10,,,,,,,,,,,
Angga,170.18,65.77,172.72,Orthodox,1989-01-13,,,,,,,,,,,
Anistavio Medeiros,167.64,65.77,,Orthodox,1988-05-01,3.64,44.0,5.0,47.0,0.0,0.0,0.0,0.0,19.0,10.0,0.0
Anna Elmose,160.02,52.16,,Orthodox,1984-10-06,3.68,49.0,4.64,56.0,0.0,0.0,33.0,0.0,3.0,2.0,0.0
Ansar Chalangov,175.26,77.11,,Orthodox,1979-10-30,0.68,66.0,1.69,54.0,0.0,0.0,0.0,7.6,14.0,5.0,0.0
Anshul Jubli,182.88,70.31,175.26,Switch,1995-01-13,6.42,46.0,5.72,50.0,0.81,18.0,63.0,0.4,7.0,2.0,0.0
Ante Delija,190.5,108.41,198.12,Orthodox,1990-08-07,6.34,46.0,1.95,55.0,0.0,0.0,0.0,0.0,26.0,6.0,0.0
Anthony Adams,185.42,83.91,193.04,Orthodox,1988-01-13,,,,,,,,,,,
Anthony Alves,,,,,,,,,,,,,,,,
Anthony Avila,170.18,65.77,,,1988-12-29,,,,,,,,,,,
Anthony Birchak,172.72,61.23,175.26,Orthodox,1986-05-16,3.93,36.0,3.67,56.0,0.48,14.0,61.0,0.5,16.0,8.0,0.0
Anthony Christodoulou,175.26,70.31,,Orthodox,1987-07-30,2.19,26.0,5.9,45.0,0.0,0.0,40.0,0.0,12.0,7.0,0.0
Anthony Do,162.56,56.7,,,,,,,,,,,,,,
Anthony Drilich,165.1,56.7,165.1,Southpaw,1994-03-17,,,,,,,,,,,
Anthony Figueroa,162.56,61.23,,Orthodox,,,,,,,,,,,,
Anthony Guarascio,187.96,105.69,182.88,Orthodox,1994-02-26,,,,,,,,,,,
Anthony Hamilton,195.58,117.93,193.04,Orthodox,1980-04-14,3.91,65.0,3.02,45.0,2.62,42.0,78.0,0.0,15.0,9.0,0.0
Anthony Hernandez,182.88,83.91,190.5,Orthodox,1993-10-18,4.59,62.0,2.53,49.0,6.46,48.0,68.0,1.8,15.0,2.0,0.0
Anthony Ivy,187.96,83.91,187.96,Orthodox,1990-01-23,2.5,42.0,4.57,51.0,4.69,20.0,100.0,0.0,8.0,4.0,0.0
Anthony Johnson,187.96,92.99,198.12,Orthodox,1984-03-06,3.25,47.0,1.83,60.0,2.43,57.0,77.0,0.6,22.0,6.0,0.0
Anthony Lapsley,175.26,77.11,,Southpaw,1980-02-13,0.53,34.0,0.58,66.0,0.0,0.0,20.0,0.0,23.0,7.0,0.0
Anthony Leone,167.64,61.23,,Orthodox,1987-05-27,,,,,,,,,,,
Anthony Macias,175.26,83.91,,Switch,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,0.0
Anthony Morrison,170.18,65.77,,Orthodox,1984-03-29,,,,,,,,,,,
Anthony Njokuani,185.42,70.31,190.5,Orthodox,1980-03-01,3.94,46.0,2.41,65.0,0.5,45.0,53.0,0.2,16.0,12.0,0.0
Anthony Perosh,190.5,92.99,190.5,Orthodox,1972-10-05,2.27,43.0,3.77,53.0,2.03,22.0,33.0,1.1,15.0,10.0,0.0
Anthony Pettis,177.8,70.31,182.88,Orthodox,1987-01-27,3.05,47.0,3.44,54.0,0.61,50.0,60.0,1.1,24.0,10.0,0.0
Anthony Rocco Martin,182.88,77.11,185.42,Orthodox,1989-12-11,2.68,37.0,2.59,58.0,0.71,27.0,68.0,1.0,17.0,6.0,0.0
Anthony Romero,180.34,70.31,177.8,Orthodox,1997-02-25,,,,,,,,,,,
Anthony Ruiz,187.96,92.99,,Orthodox,1977-11-03,,,,,,,,,,,
Anthony Smith,193.04,92.99,193.04,Orthodox,1988-07-26,3.19,49.0,5.04,44.0,0.44,22.0,50.0,0.6,38.0,22.0,0.0
Anthony Taylor,170.18,65.77,,,,,,,,,,,,,,
Anthony Torres,172.72,77.11,,Orthodox,1978-07-31,3.54,48.0,7.52,45.0,0.0,0.0,100.0,2.2,5.0,3.0,0.0
Anton Berzin,187.96,92.99,,Orthodox,1989-09-29,,,,,,,,,,,
Anton Kuivanen,172.72,70.31,182.88,Orthodox,1984-05-01,2.27,38.0,1.63,67.0,1.2,100.0,71.0,0.4,24.0,10.0,0.0
Anton Turkalj,193.04,92.99,198.12,Orthodox,1996-06-10,2.45,42.0,3.42,54.0,4.98,41.0,16.0,0.0,8.0,4.0,0.0
Anton Zafir,180.34,77.11,,Orthodox,1987-05-10,2.99,64.0,2.31,52.0,6.11,60.0,0.0,0.0,7.0,3.0,0.0
Antoni Hardonk,193.04,111.13,198.12,Orthodox,1976-02-05,3.4,61.0,3.07,46.0,0.0,0.0,40.0,0.9,8.0,6.0,0.0
Antonina Shevchenko,172.72,56.7,170.18,Southpaw,1984-11-20,3.86,55.0,2.93,52.0,0.43,42.0,53.0,0.4,10.0,4.0,0.0
Antonio Arroyo,190.5,83.91,185.42,Orthodox,1989-07-01,2.82,66.0,2.02,50.0,1.14,41.0,41.0,0.2,9.0,5.0,0.0
Antonio Banuelos,165.1,61.23,160.02,Orthodox,1979-09-23,2.69,33.0,3.15,58.0,1.62,62.0,86.0,0.4,20.0,11.0,1.0
Antonio Braga Neto,190.5,83.91,195.58,Orthodox,1987-10-29,1.36,33.0,3.92,45.0,3.07,37.0,0.0,0.5,9.0,3.0,0.0
Antonio Carlos Junior,187.96,83.91,200.66,Orthodox,1990-03-16,1.95,42.0,2.14,52.0,3.42,39.0,53.0,0.8,11.0,5.0,0.0
Antonio Carvalho,175.26,65.77,177.8,Orthodox,1979-05-30,3.03,29.0,3.62,64.0,0.0,0.0,100.0,0.0,15.0,6.0,0.0
Antonio Dos Santos,177.8,83.91,,Orthodox,1988-07-21,5.4,51.0,3.94,43.0,0.0,0.0,100.0,0.0,6.0,4.0,0.0
Antonio Duarte,170.18,61.23,,,,,,,,,,,,,,
Antonio Jones,180.34,83.91,,Orthodox,1985-04-12,,,,,,,,,,,
Antonio McKee,172.72,70.31,,Southpaw,1970-03-12,1.37,45.0,0.74,74.0,1.47,33.0,57.0,0.0,29.0,6.0,2.0
Antonio Mendes,190.5,92.99,195.58,Southpaw,1981-04-19,1.34,47.0,6.85,22.0,2.51,50.0,100.0,0.0,18.0,13.0,0.0
Antonio Monteiro,170.18,65.77,177.8,Orthodox,1995-07-02,,,,,,,,,,,
Antonio Rodrigo Nogueira,190.5,108.86,195.58,Orthodox,1976-06-02,1.95,42.0,2.4,55.0,1.3,29.0,36.0,2.4,34.0,10.0,1.0
Antonio Schembri,175.26,92.99,,Orthodox,1974-06-01,,,,,,,,,,,
Antonio Silva,193.04,119.75,208.28,Orthodox,1979-09-14,2.89,45.0,3.09,50.0,0.82,29.0,66.0,0.8,19.0,12.0,1.0
Antonio Trocoli,198.12,83.91,200.66,Orthodox,1990-12-06,1.29,50.0,5.79,23.0,0.84,11.0,50.0,0.8,12.0,5.0,0.0
Antony Rea,182.88,92.99,,Orthodox,1976-07-15,,,,,,,,,,,
Antwain Britt,185.42,92.99,195.58,,1978-05-09,,,,,,,,,,,
Anvar Boynazarov,175.26,65.77,,Orthodox,1989-01-10,,,,,,,,,,,
Anvarbek Daniyalbekov,,83.91,,,1995-05-27,,,,,,,,,,,
Anying Wang,182.88,77.11,,Orthodox,1991-04-04,1.32,26.0,1.63,44.0,0.0,0.0,33.0,0.0,2.0,1.0,0.0
Aoriqileng,170.18,61.23,175.26,Orthodox,1993-06-25,4.65,49.0,5.46,48.0,1.2,46.0,58.0,0.0,25.0,12.0,0.0
Ariane Carnelossi,157.48,52.16,154.94,Orthodox,1992-11-17,2.87,39.0,4.74,45.0,1.37,55.0,14.0,0.3,15.0,3.0,0.0
Ariane da Silva,167.64,56.7,170.18,Orthodox,1994-01-26,4.05,41.0,4.4,50.0,0.47,38.0,68.0,0.3,17.0,11.0,0.0
Ariel Beck,167.64,56.7,167.64,Southpaw,1990-09-16,4.44,34.0,4.31,64.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0
Ariel Gandulla,180.34,92.99,,Orthodox,1968-05-07,,,,,,,,,,,
Arisa Matsuda,160.02,52.16,162.56,Orthodox,1994-12-15,,,,,,,,,,,
Arjan Bhullar,185.42,111.13,190.5,Orthodox,1986-05-13,2.33,56.0,3.25,59.0,1.73,75.0,100.0,0.0,9.0,1.0,0.0
Arlene Blencowe,165.1,65.77,,,1983-04-11,,,,,,,,,,,
Arman Ashimov,167.64,56.7,,,1992-01-14,,,,,,,,,,,
Arman Tsarukyan,170.18,70.31,182.88,Orthodox,1996-10-11,3.79,48.0,1.84,53.0,3.25,37.0,75.0,0.0,22.0,3.0,0.0
Armando Villarreal,170.18,61.23,167.64,Southpaw,1989-08-08,,,,,,,,,,,
Armen Petrosyan,190.5,83.91,180.34,Orthodox,1990-11-03,5.84,53.0,3.31,53.0,0.17,33.0,41.0,0.0,9.0,5.0,0.0
Arnold Allen,172.72,65.77,177.8,Southpaw,1994-01-22,3.45,41.0,2.88,61.0,0.93,47.0,75.0,0.3,20.0,3.0,0.0
Art Arciniega,172.72,65.77,,,1981-10-15,,,,,,,,,,,
Art Jimmerson,185.42,88.9,,Orthodox,1963-08-04,,,,,,,,,,,
Art Santore,187.96,83.91,,,1972-10-26,,,,,,,,,,,
Artem Frolov,177.8,83.91,,,1991-09-07,,,,,,,,,,,
Artem Lobov,175.26,65.77,165.1,Southpaw,1986-08-11,3.52,41.0,4.82,50.0,0.39,25.0,52.0,0.0,13.0,15.0,1.0
Artem Vakhitov,185.42,92.99,190.5,Orthodox,1991-04-04,,,,,,,,,,,
Artenus Young,,92.99,,,1980-07-16,,,,,,,,,,,
Arthur Lopes,187.96,106.14,195.58,Southpaw,1993-02-17,,,,,,,,,,,
Artur Minev,,70.31,,,,,,,,,,,,,,
Artur Oumakhanov,170.18,69.85,,Orthodox,1979-02-27,,,,,,,,,,,
Asbel Cancio,177.8,102.06,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ashe Bowman,175.26,70.31,,,1976-11-17,,,,,,,,,,,
Ashiek Ajim,172.72,61.23,180.34,Switch,1994-06-19,,,,,,,,,,,
Ashkan Mokhtarian,167.64,56.7,170.18,Southpaw,1985-09-15,1.95,43.0,3.66,43.0,0.54,16.0,33.0,0.0,13.0,3.0,0.0
Ashlee Evans-Smith,172.72,61.23,170.18,Orthodox,1987-07-09,4.03,34.0,4.59,53.0,0.95,22.0,50.0,0.0,6.0,6.0,0.0
Ashley Yoder,170.18,52.16,175.26,Southpaw,1987-10-20,3.42,39.0,4.13,47.0,1.09,27.0,66.0,0.6,8.0,9.0,0.0
Asjabharan,167.64,61.23,,,1992-07-31,,,,,,,,,,,
Askar Askar,170.18,65.77,175.26,Orthodox,1994-08-19,,,,,,,,,,,
Askar Askarov,167.64,56.7,170.18,Orthodox,1992-10-09,3.05,54.0,2.8,57.0,2.6,24.0,66.0,0.4,14.0,1.0,1.0
Askar Mozharov,190.5,92.99,187.96,Orthodox,1994-10-26,0.43,18.0,4.07,13.0,0.0,0.0,33.0,0.0,19.0,13.0,0.0
Aspen Ladd,167.64,61.23,167.64,Orthodox,1995-03-01,3.78,47.0,4.65,47.0,1.56,47.0,62.0,0.6,9.0,3.0,0.0
Assuerio Silva,177.8,109.32,,Orthodox,1974-06-18,1.42,46.0,4.2,54.0,2.66,34.0,25.0,1.8,16.0,8.0,0.0
Asu Almabayev,162.56,56.7,165.1,Orthodox,1994-01-25,2.16,54.0,1.75,52.0,4.66,43.0,50.0,1.5,22.0,3.0,0.0
Ateba Gautier,193.04,83.91,205.74,Switch,2002-04-10,6.93,61.0,2.19,52.0,0.0,0.0,90.0,0.0,8.0,1.0,0.0
Atsushi Yamamoto,167.64,63.05,,Orthodox,1980-10-02,,,,,,,,,,,
Augusto Mendes,167.64,61.23,165.1,Orthodox,1983-03-03,2.42,34.0,3.91,56.0,1.75,33.0,80.0,0.0,6.0,2.0,0.0
Augusto Montano,185.42,77.11,185.42,Orthodox,1984-10-25,3.46,46.0,2.66,56.0,0.0,0.0,66.0,0.0,15.0,3.0,0.0
Augusto Sakai,190.5,120.2,195.58,Orthodox,1991-05-09,4.6,49.0,3.83,48.0,0.23,40.0,56.0,0.0,16.0,5.0,1.0
Aurelijus Kerpe,,,,Orthodox,,,,,,,,,,,,
Austen Lane,198.12,111.13,203.2,Orthodox,1987-11-09,2.74,50.0,2.23,40.0,1.52,28.0,33.0,0.0,13.0,7.0,0.0
Austin Arnett,182.88,65.77,182.88,Orthodox,1991-10-22,4.52,41.0,6.38,62.0,0.44,18.0,57.0,0.2,16.0,6.0,0.0
Austin Bashi,167.64,65.77,177.8,Orthodox,2001-09-29,1.75,47.0,2.34,48.0,7.81,41.0,62.0,1.7,14.0,1.0,0.0
Austin Hubbard,177.8,70.31,180.34,Orthodox,1991-12-22,3.97,42.0,4.1,55.0,1.63,28.0,68.0,0.1,17.0,10.0,0.0
Austin Lingo,177.8,65.77,177.8,Orthodox,1994-07-10,3.86,37.0,4.86,57.0,0.43,66.0,75.0,0.0,9.0,3.0,0.0
Austin Springer,172.72,65.77,180.34,Orthodox,1987-05-12,3.54,57.0,3.15,41.0,3.37,40.0,100.0,0.8,12.0,4.0,0.0
Austin Tweedy,175.26,70.31,,Orthodox,1990-09-25,,,,,,,,,,,
Austin Vanderford,180.34,77.11,187.96,Orthodox,1990-03-21,4.08,63.0,2.66,51.0,1.77,25.0,100.0,1.8,13.0,2.0,0.0
Axel Sola,187.96,77.11,187.96,Southpaw,1997-09-17,3.74,42.0,2.74,75.0,1.25,25.0,0.0,0.0,11.0,0.0,1.0
Azamat Bekoev,182.88,83.91,182.88,Orthodox,1995-12-30,7.59,61.0,4.48,46.0,2.59,33.0,100.0,0.0,20.0,3.0,0.0
Azamat Gashimov,167.64,56.7,,Orthodox,1990-04-07,1.24,21.0,4.75,53.0,1.69,25.0,0.0,0.0,8.0,3.0,0.0
Azamat Murzakanov,177.8,92.99,180.34,Southpaw,1989-04-12,4.93,57.0,2.86,61.0,0.58,15.0,83.0,0.0,15.0,0.0,0.0
Azamat Nuftillaev,,120.2,,,1994-01-01,,,,,,,,,,,
Azat Maksum,170.18,56.7,177.8,Southpaw,1995-02-02,3.24,28.0,5.0,52.0,2.33,28.0,85.0,0.3,15.0,2.0,0.0
Aziz Khaydarov,180.34,70.31,182.88,Orthodox,1993-09-25,,,,,,,,,,,
Azunna Anyanwu,185.42,113.85,,Orthodox,1981-08-05,2.47,42.0,2.47,69.0,0.65,100.0,0.0,0.0,14.0,5.0,0.0
BJ Penn,175.26,70.31,177.8,Orthodox,1978-12-13,2.76,48.0,3.2,56.0,1.19,55.0,74.0,0.5,16.0,14.0,2.0
Baergeng Jieleyisi,175.26,65.77,180.34,Orthodox,1995-11-24,1.61,35.0,2.62,52.0,1.73,38.0,78.0,0.2,18.0,7.0,0.0
Bahatebole Batebolati,172.72,77.11,180.34,Southpaw,1997-09-12,,,,,,,,,,,
Bailey Schoenfelder,190.5,120.2,193.04,Orthodox,1997-09-22,,,,,,,,,,,
Baisangur Susurkaev,187.96,83.91,200.66,Orthodox,2001-01-08,4.56,58.0,2.88,57.0,2.98,28.0,100.0,1.5,10.0,0.0,0.0
Balajin,175.26,65.77,182.88,Orthodox,1992-03-31,,,,,,,,,,,
Bao Quach,160.02,65.77,,Orthodox,1979-09-04,,,,,,,,,,,
Barb Honchak,162.56,56.7,165.1,Orthodox,1979-08-30,4.04,30.0,4.67,66.0,0.0,0.0,0.0,1.3,10.0,4.0,0.0
Bart Palaszewski,175.26,65.77,177.8,Orthodox,1983-05-30,2.67,32.0,3.97,57.0,0.65,31.0,53.0,0.5,36.0,17.0,0.0
Bartosz Fabinski,182.88,77.11,190.5,Orthodox,1986-04-26,2.23,68.0,1.46,51.0,7.1,70.0,80.0,0.0,15.0,5.0,0.0
Bartosz Szewczyk,193.04,92.99,185.42,Orthodox,1997-09-18,,,,,,,,,,,
Baru Harn,,120.2,,,,,,,,,,,,,,
Bas Rutten,185.42,92.99,,Orthodox,1965-02-24,5.59,61.0,2.06,79.0,0.0,0.0,0.0,0.0,28.0,4.0,1.0
Bassil Hafez,180.34,77.11,182.88,Orthodox,1992-01-31,3.71,38.0,5.68,41.0,2.21,24.0,50.0,0.0,9.0,4.0,1.0
Batgerel Danaa,170.18,61.23,177.8,Orthodox,1989-07-04,5.38,36.0,4.21,47.0,0.52,50.0,62.0,0.0,12.0,5.0,0.0
Bazigit Atajev,185.42,104.33,,Orthodox,,,,,,,,,,,,
Bea Malecki,175.26,61.23,187.96,Orthodox,1991-08-23,6.84,46.0,6.96,62.0,0.0,0.0,78.0,1.1,4.0,1.0,0.0
Bec Rawlings,167.64,56.7,162.56,Orthodox,1989-02-11,4.48,42.0,5.66,57.0,0.71,40.0,68.0,0.4,7.0,8.0,0.0
Bekzat Almakhan,170.18,61.23,172.72,Orthodox,1997-10-08,0.68,40.0,4.29,32.0,0.0,0.0,0.0,0.0,12.0,2.0,0.0
Belal Muhammad,180.34,77.11,182.88,Orthodox,1988-07-09,4.46,43.0,3.78,55.0,2.24,38.0,90.0,0.1,24.0,4.0,0.0
Ben Alloway,180.34,77.11,193.04,Orthodox,1981-02-19,1.28,49.0,1.9,59.0,0.62,50.0,26.0,0.0,18.0,8.0,0.0
Ben Askren,180.34,77.11,185.42,Orthodox,1984-07-18,3.64,49.0,5.66,36.0,4.33,55.0,0.0,0.9,19.0,2.0,0.0
Ben Earwood,172.72,77.11,,Orthodox,,0.5,55.0,0.2,33.0,3.0,100.0,0.0,0.0,12.0,3.0,0.0
Ben Holscher,180.34,70.31,,,,,,,,,,,,,,
Ben Jones,,83.91,,,,,,,,,,,,,,
Ben Lagman,187.96,83.91,,,1986-09-04,,,,,,,,,,,
Ben Nguyen,165.1,56.7,165.1,Switch,1988-08-03,3.51,40.0,3.01,59.0,0.25,33.0,63.0,1.0,16.0,8.0,0.0
Ben Reiter,190.5,83.91,,,1987-06-27,,,,,,,,,,,
Ben Rothwell,193.04,120.2,198.12,Orthodox,1981-10-17,3.71,42.0,4.63,47.0,0.68,34.0,70.0,0.4,39.0,14.0,0.0
Ben Saunders,187.96,77.11,195.58,Orthodox,1983-04-13,3.23,50.0,3.58,51.0,0.2,40.0,66.0,1.3,22.0,13.0,2.0
Ben Sosoli,182.88,120.2,182.88,Southpaw,1989-12-10,2.31,31.0,4.3,47.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0
Ben Wall,177.8,70.31,,Orthodox,1989-03-25,1.47,29.0,8.53,29.0,0.0,0.0,100.0,0.0,8.0,7.0,1.0
Benardo Sopaj,167.64,61.23,167.64,Orthodox,2000-09-25,4.24,56.0,4.88,49.0,2.53,71.0,76.0,0.0,12.0,3.0,0.0
Bendy Casimir,165.1,65.77,,Southpaw,1980-06-10,,,,,,,,,,,
Beneil Dariush,177.8,70.31,182.88,Southpaw,1989-05-06,3.78,49.0,2.61,57.0,2.12,38.0,82.0,0.8,23.0,6.0,1.0
Benito Lopez,177.8,61.23,185.42,Switch,1994-04-06,4.39,45.0,5.18,56.0,0.0,0.0,73.0,0.3,10.0,2.0,0.0
Benjamin Bennett,182.88,77.11,185.42,Switch,1994-05-08,,,,,,,,,,,
Benjamin Donovan Johnston,,83.91,,,1990-10-11,,,,,,,,,,,
Benji Radach,177.8,83.91,,Orthodox,1979-04-05,2.62,49.0,2.31,51.0,1.06,41.0,71.0,0.4,21.0,7.0,0.0
Benoit Saint Denis,180.34,70.31,185.42,Southpaw,1995-12-18,5.05,55.0,4.19,42.0,4.35,37.0,70.0,1.6,15.0,3.0,0.0
Benson Henderson,175.26,77.11,177.8,Southpaw,1983-11-16,2.93,45.0,1.79,63.0,2.4,45.0,63.0,0.8,24.0,7.0,0.0
Bentley Syler,162.56,56.7,,Orthodox,1982-12-22,1.3,18.0,1.73,79.0,0.0,0.0,75.0,0.0,5.0,1.0,0.0
Bernardo Magalhaes,175.26,70.31,,Orthodox,1981-04-08,1.8,27.0,3.37,68.0,0.0,0.0,0.0,0.5,13.0,4.0,0.0
Bertrand Amoussou,172.72,86.18,,Orthodox,,,,,,,,,,,,
Besam Yousef,180.34,77.11,,Orthodox,1985-03-25,3.14,53.0,3.98,38.0,1.33,66.0,50.0,0.0,7.0,4.0,0.0
Bethe Correia,165.1,61.23,162.56,Orthodox,1983-06-22,4.37,43.0,4.93,56.0,0.39,18.0,85.0,0.0,11.0,6.0,1.0
Bevon Lewis,190.5,83.91,200.66,Orthodox,1991-05-05,3.73,43.0,2.67,54.0,0.0,0.0,66.0,0.0,7.0,3.0,0.0
Bharat Kandare,170.18,61.23,182.88,Orthodox,1987-06-20,0.7,10.0,1.88,72.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0
Bia Mesquita,,61.23,,Orthodox,1991-04-07,,,,,,,,,,,
Bibiano Fernandes,170.18,63.05,,Orthodox,1980-03-30,,,,,,,,,,,
Bibulatov Magomed,165.1,56.7,165.1,Orthodox,1988-08-22,3.6,51.0,1.83,52.0,2.85,40.0,75.0,0.0,14.0,2.0,0.0
Bill Algeo,182.88,65.77,185.42,Switch,1989-06-09,5.88,51.0,4.38,47.0,1.03,50.0,55.0,0.1,18.0,9.0,0.0
Bill Cooper,,70.31,,,1984-05-05,,,,,,,,,,,
Bill Duvall,187.96,83.91,,Southpaw,,,,,,,,,,,,
Bill Mahood,190.5,90.72,,Orthodox,1967-02-01,1.54,85.0,3.59,17.0,0.0,0.0,0.0,3.9,20.0,7.0,1.0
Billy Brand,167.64,61.23,165.1,Orthodox,1996-07-03,,,,,,,,,,,
Billy Elekana,190.5,92.99,195.58,Southpaw,1995-05-28,2.34,57.0,3.18,49.0,0.64,25.0,0.0,0.0,8.0,2.0,0.0
Billy Evangelista,172.72,70.31,172.72,Orthodox,1980-10-07,,,,,,,,,,,
Billy Giovanella,172.72,56.7,,,1985-08-20,,,,,,,,,,,
Billy Miles,177.8,77.11,,Orthodox,1978-04-28,0.0,0.0,1.25,33.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
Billy Pasulatan,165.1,56.7,167.64,Switch,1991-08-07,,,,,,,,,,,
Billy Quarantillo,177.8,65.77,177.8,Orthodox,1988-12-08,7.44,54.0,5.83,42.0,1.47,24.0,61.0,1.0,18.0,7.0,0.0
Billy Ray Goff,177.8,77.11,182.88,Switch,1998-06-18,7.51,46.0,5.02,59.0,1.75,16.0,66.0,0.0,9.0,4.0,0.0
Billy Vaughan,167.64,70.31,,,1983-12-02,,,,,,,,,,,
Blagoy Ivanov,180.34,113.4,185.42,Southpaw,1986-10-09,3.25,40.0,4.2,53.0,0.69,40.0,61.0,0.1,19.0,6.0,0.0
Blair Tugman,182.88,61.23,,,,,,,,,,,,,,
